parameter,value,replicate,seed,actual_metro_migration,actual_periph_migration,metro_m_freq,periph_m_freq,overall_m_freq,metro_c_freq,periph_c_freq,ideal_coexistence,acceptable_coexistence,segregation_strength,fst_weighted,shannon_diversity,metro_within_fst,periph_within_fst
mobility_ratio,6,8,50,0.07,0.011666667,0.899314286,0.346953846,0.54028,0.100685714,0.653046154,TRUE,TRUE,0.55236044,0.317102072,0.525519954,0.005659191,0.066774856
mobility_ratio,6,9,51,0.07,0.011666667,0.9048,0.270215385,0.49232,0.0952,0.729784615,FALSE,TRUE,0.634584615,0.409431307,0.459305815,0.011345254,0.08096412
mobility_ratio,8,0,42,0.07,0.00875,0.934342857,0.331584615,0.54255,0.065657143,0.668415385,FALSE,TRUE,0.602758242,0.354848406,0.484489262,0.008627318,0.036301182
mobility_ratio,8,1,43,0.07,0.00875,0.9292,0.374292308,0.56851,0.0708,0.625707692,FALSE,TRUE,0.554907692,0.322350128,0.501427243,0.007990467,0.058874093
mobility_ratio,8,2,44,0.07,0.00875,0.922142857,0.3638,0.55922,0.077857143,0.6362,FALSE,TRUE,0.558342857,0.320921108,0.509432773,0.012107602,0.053809151
mobility_ratio,8,3,45,0.07,0.00875,0.928057143,0.3006,0.52021,0.071942857,0.6994,FALSE,TRUE,0.627457143,0.326829073,0.726947573,0.009300939,0.135299835
mobility_ratio,8,4,46,0.07,0.00875,0.928342857,0.283076923,0.50892,0.071657143,0.716923077,FALSE,TRUE,0.645265934,0.413370296,0.501934098,0.015617586,0.09529381
mobility_ratio,8,5,47,0.07,0.00875,0.933285714,0.306538462,0.5259,0.066714286,0.693461538,FALSE,TRUE,0.626747253,0.386929304,0.467624594,0.012440743,0.049481017
mobility_ratio,8,6,48,0.07,0.00875,0.918685714,0.406876923,0.58601,0.081314286,0.593123077,FALSE,TRUE,0.511808791,0.268266825,0.71306531,0.011794322,0.107307542
mobility_ratio,8,7,49,0.07,0.00875,0.920542857,0.356538462,0.55394,0.079457143,0.643461538,FALSE,TRUE,0.564004396,0.331461343,0.657738685,0.01362574,0.152012431
mobility_ratio,8,8,50,0.07,0.00875,0.913542857,0.4842,0.63447,0.086457143,0.5158,FALSE,TRUE,0.429342857,0.238263836,0.524834506,0.004221085,0.081340694
mobility_ratio,8,9,51,0.07,0.00875,0.927628571,0.286061538,0.51061,0.072371429,0.713938462,FALSE,TRUE,0.641567033,0.411596991,0.500476434,0.012008812,0.115301372
peripheral_migration,0.01,0,42,0.07,0.01,0.910057143,0.352630769,0.54773,0.089942857,0.647369231,FALSE,TRUE,0.557426374,0.302920788,0.517475279,0.006532217,0.028057104
peripheral_migration,0.01,1,43,0.07,0.01,0.903771429,0.401046154,0.577,0.096228571,0.598953846,FALSE,TRUE,0.502725275,0.246000782,0.752849199,0.014978401,0.1114922
peripheral_migration,0.01,2,44,0.07,0.01,0.902828571,0.348415385,0.54246,0.097171429,0.651584615,FALSE,TRUE,0.554413187,0.313838022,0.532194375,0.012681592,0.060265363
peripheral_migration,0.01,3,45,0.07,0.01,0.915028571,0.2944,0.51162,0.084971429,0.7056,FALSE,TRUE,0.620628571,0.309333357,0.748314829,0.009317986,0.118558381
peripheral_migration,0.01,4,46,0.07,0.01,0.914685714,0.283769231,0.50459,0.085314286,0.716230769,FALSE,TRUE,0.630916484,0.411533804,0.456954569,0.013789722,0.090525357
peripheral_migration,0.01,5,47,0.07,0.01,0.913371429,0.297076923,0.51278,0.086628571,0.702923077,FALSE,TRUE,0.616294505,0.374468932,0.479301016,0.013653124,0.049870658
peripheral_migration,0.01,6,48,0.07,0.01,0.915,0.274969231,0.49898,0.085,0.725030769,FALSE,TRUE,0.640030769,0.368208271,0.594133547,0.024549103,0.061579054
peripheral_migration,0.01,7,49,0.07,0.01,0.902542857,0.331723077,0.53151,0.097457143,0.668276923,FALSE,TRUE,0.57081978,0.343002566,0.547431563,0.019160939,0.099184118
peripheral_migration,0.01,8,50,0.07,0.01,0.9048,0.3434,0.53989,0.0952,0.6566,FALSE,TRUE,0.5614,0.288971339,0.702886814,0.010725916,0.097527942
peripheral_migration,0.01,9,51,0.07,0.01,0.9142,0.282923077,0.50387,0.0858,0.717076923,FALSE,TRUE,0.631276923,0.394475434,0.503211188,0.011545569,0.080408378
peripheral_migration,0.015,0,42,0.07,0.015,0.867142857,0.287169231,0.49016,0.132857143,0.712830769,TRUE,TRUE,0.579973626,0.308602589,0.574531294,0.007041187,0.027431691
peripheral_migration,0.015,1,43,0.07,0.015,0.860514286,0.3468,0.5266,0.139485714,0.6532,TRUE,TRUE,0.513714286,0.245032241,0.681563146,0.01123666,0.055060593
peripheral_migration,0.015,2,44,0.07,0.015,0.856685714,0.322476923,0.50945,0.143314286,0.677523077,TRUE,TRUE,0.534208791,0.28887906,0.534308406,0.013122589,0.04722257
peripheral_migration,0.015,3,45,0.07,0.015,0.878114286,0.273661538,0.48522,0.121885714,0.726338462,TRUE,TRUE,0.604452747,0.359992285,0.493210697,0.01106224,0.049418513
peripheral_migration,0.015,4,46,0.07,0.015,0.872485714,0.263338462,0.47654,0.127514286,0.736661538,TRUE,TRUE,0.609147253,0.386734961,0.485564637,0.022170256,0.093575786
peripheral_migration,0.015,5,47,0.07,0.015,0.875542857,0.2766,0.48623,0.124457143,0.7234,TRUE,TRUE,0.598942857,0.357284571,0.493690829,0.023814344,0.051772194
peripheral_migration,0.015,6,48,0.07,0.015,0.875971429,0.266923077,0.48009,0.124028571,0.733076923,TRUE,TRUE,0.609048352,0.309835113,0.693308013,0.020341675,0.05756758
peripheral_migration,0.015,7,49,0.07,0.015,0.8446,0.305738462,0.49434,0.1554,0.694261538,TRUE,TRUE,0.538861538,0.301454965,0.572435178,0.016369508,0.076932543
peripheral_migration,0.015,8,50,0.07,0.015,0.857314286,0.326246154,0.51212,0.142685714,0.673753846,TRUE,TRUE,0.531068132,0.286148729,0.5370055,0.008680176,0.048980524
peripheral_migration,0.015,9,51,0.07,0.015,0.867257143,0.267230769,0.47724,0.132742857,0.732769231,TRUE,TRUE,0.600026374,0.368273979,0.48678135,0.01236368,0.074420218
peripheral_migration,0.02,0,42,0.07,0.02,0.823028571,0.271353846,0.46444,0.176971429,0.728646154,TRUE,TRUE,0.551674725,0.282241533,0.58013004,0.007886825,0.02260844
peripheral_migration,0.02,1,43,0.07,0.02,0.813371429,0.3238,0.49515,0.186628571,0.6762,TRUE,TRUE,0.489571429,0.193614852,0.815573591,0.015920094,0.042978555
peripheral_migration,0.02,2,44,0.07,0.02,0.810142857,0.302446154,0.48014,0.189857143,0.697553846,TRUE,TRUE,0.507696703,0.259359347,0.553152916,0.016069454,0.038160141
peripheral_migration,0.02,3,45,0.07,0.02,0.826514286,0.263615385,0.46063,0.173485714,0.736384615,TRUE,TRUE,0.562898901,0.235677853,0.812122714,0.012641604,0.047051619
peripheral_migration,0.02,4,46,0.07,0.02,0.827542857,0.250092308,0.4522,0.172457143,0.749907692,TRUE,TRUE,0.577450549,0.348038529,0.496208969,0.025908593,0.074325047
peripheral_migration,0.02,5,47,0.07,0.02,0.828142857,0.265769231,0.4626,0.171857143,0.734230769,TRUE,TRUE,0.562373626,0.312563686,0.520583595,0.027647574,0.034504035
peripheral_migration,0.02,6,48,0.07,0.02,0.823885714,0.240107692,0.44443,0.176114286,0.759892308,FALSE,TRUE,0.583778022,0.2866812,0.718962989,0.025667105,0.054669951
peripheral_migration,0.02,7,49,0.07,0.02,0.785971429,0.292846154,0.46544,0.214028571,0.707153846,TRUE,TRUE,0.493125275,0.186714941,0.972494894,0.025524295,0.069755835
peripheral_migration,0.02,8,50,0.07,0.02,0.760742857,0.3898,0.51963,0.239257143,0.6102,TRUE,TRUE,0.370942857,0.155418086,0.610356972,0.01490578,0.042309924
peripheral_migration,0.02,9,51,0.07,0.02,0.826914286,0.246338462,0.44954,0.173085714,0.753661538,FALSE,TRUE,0.580575824,0.339137398,0.525187065,0.015076528,0.065069534
peripheral_migration,0.03,0,42,0.07,0.03,0.725942857,0.2428,0.4119,0.274057143,0.7572,FALSE,TRUE,0.483142857,0.226446827,0.609992303,0.010347478,0.027405104
peripheral_migration,0.03,1,43,0.07,0.03,0.7186,0.272569231,0.42868,0.2814,0.727430769,TRUE,TRUE,0.446030769,0.135519754,0.959294207,0.013671918,0.03362871
peripheral_migration,0.03,2,44,0.07,0.03,0.697485714,0.242,0.40142,0.302514286,0.758,FALSE,TRUE,0.455485714,0.22088131,0.565984159,0.028413724,0.032023975
peripheral_migration,0.03,3,45,0.07,0.03,0.749085714,0.233430769,0.41391,0.250914286,0.766569231,FALSE,TRUE,0.515654945,0.251848054,0.646827948,0.020942358,0.044184631
peripheral_migration,0.03,4,46,0.07,0.03,0.740171429,0.204738462,0.39214,0.259828571,0.795261538,FALSE,TRUE,0.535432967,0.317714483,0.497713135,0.043567938,0.071604665
peripheral_migration,0.03,5,47,0.07,0.03,0.740685714,0.232461538,0.41034,0.259314286,0.767538462,FALSE,TRUE,0.508224176,0.274396044,0.531978578,0.04092005,0.04208613
peripheral_migration,0.03,6,48,0.07,0.03,0.646085714,0.241261538,0.38295,0.353914286,0.758738462,FALSE,TRUE,0.404824176,0.166109744,0.881602723,0.050489368,0.055556046
peripheral_migration,0.03,7,49,0.07,0.03,0.678342857,0.234076923,0.38957,0.321657143,0.765923077,FALSE,TRUE,0.444265934,0.212709067,0.710192633,0.040544117,0.070439708
peripheral_migration,0.03,8,50,0.07,0.03,0.705,0.246738462,0.40713,0.295,0.753261538,FALSE,TRUE,0.458261538,0.199204688,0.711305605,0.011064386,0.030832037
peripheral_migration,0.03,9,51,0.07,0.03,0.7424,0.214876923,0.39951,0.2576,0.785123077,FALSE,TRUE,0.527523077,0.295196365,0.530360888,0.028796286,0.057849499
peripheral_migration,0.04,0,42,0.07,0.04,0.648914286,0.205138462,0.36046,0.351085714,0.794861538,FALSE,TRUE,0.443775824,0.20606032,0.573442632,0.017047578,0.022170461
peripheral_migration,0.04,1,43,0.07,0.04,0.614371429,0.218338462,0.35695,0.385628571,0.781661538,FALSE,TRUE,0.396032967,0.132009201,0.874081768,0.02852654,0.037206428
peripheral_migration,0.04,2,44,0.07,0.04,0.6026,0.203369231,0.3431,0.3974,0.796630769,FALSE,TRUE,0.399230769,0.193179861,0.55281265,0.044183248,0.035969481
peripheral_migration,0.04,3,45,0.07,0.04,0.646314286,0.187169231,0.34787,0.353685714,0.812830769,FALSE,TRUE,0.459145055,0.228342299,0.593643969,0.038841959,0.042613518
peripheral_migration,0.04,4,46,0.07,0.04,0.661171429,0.180415385,0.34868,0.338828571,0.819584615,FALSE,TRUE,0.480756044,0.276768704,0.50066967,0.053583468,0.063177484
peripheral_migration,0.04,5,47,0.07,0.04,0.6478,0.185723077,0.34745,0.3522,0.814276923,FALSE,TRUE,0.462076923,0.247936047,0.518403767,0.050141516,0.036983604
peripheral_migration,0.04,6,48,0.07,0.04,0.639285714,0.179415385,0.34037,0.360714286,0.820584615,FALSE,TRUE,0.45987033,0.240413666,0.602064357,0.0531108,0.044852741
peripheral_migration,0.04,7,49,0.07,0.04,0.582771429,0.180692308,0.32142,0.417228571,0.819307692,FALSE,TRUE,0.402079121,0.204130687,0.571992379,0.049267468,0.053858773
peripheral_migration,0.04,8,50,0.07,0.04,0.606114286,0.209015385,0.348,0.393885714,0.790984615,FALSE,TRUE,0.397098901,0.154988989,0.715272084,0.012471318,0.029905262
peripheral_migration,0.04,9,51,0.07,0.04,0.658,0.185969231,0.35118,0.342,0.814030769,FALSE,TRUE,0.472030769,0.253946324,0.521268902,0.038918052,0.04422424
selection,0.05,0,42,0.07,0.02,0.744885714,0.557123077,0.62284,0.255114286,0.442876923,FALSE,FALSE,0.187762637,0.056969828,0.688948781,0.010740514,0.029124592
selection,0.05,1,43,0.07,0.02,0.601542857,0.420230769,0.48369,0.398457143,0.579769231,FALSE,FALSE,0.181312088,0.056150523,0.663795705,0.027656867,0.026670685
selection,0.05,2,44,0.07,0.02,0.177314286,0.103230769,0.12916,0.822685714,0.896769231,FALSE,FALSE,0.074083516,0.034695374,0.400283643,0.02317429,0.027409293
selection,0.05,3,45,0.07,0.02,0.754342857,0.429892308,0.54345,0.245657143,0.570107692,FALSE,TRUE,0.324450549,0.110364124,0.949365798,0.024751062,0.047752101
selection,0.05,4,46,0.07,0.02,0.6892,0.342830769,0.46406,0.3108,0.657169231,FALSE,TRUE,0.346369231,0.138546048,0.930337464,0.041812085,0.077496054
selection,0.05,5,47,0.07,0.02,0.037228571,0.020630769,0.02644,0.962771429,0.979369231,FALSE,FALSE,0.016597802,0.061497786,0.470311353,0.013578777,0.064743945
selection,0.05,6,48,0.07,0.02,0.634714286,0.374230769,0.4654,0.365285714,0.625769231,FALSE,TRUE,0.260483516,0.089470842,1.132348781,0.032376484,0.070030662
selection,0.05,7,49,0.07,0.02,0.653571429,0.418292308,0.50064,0.346428571,0.581707692,FALSE,TRUE,0.235279121,0.116298795,0.774394599,0.03384592,0.096804236
selection,0.05,8,50,0.07,0.02,0.684285714,0.453523077,0.53429,0.315714286,0.546476923,FALSE,TRUE,0.230762637,0.068257572,0.854897035,0.010073992,0.039960129
selection,0.05,9,51,0.07,0.02,0.711057143,0.401784615,0.51003,0.288942857,0.598215385,FALSE,TRUE,0.309272527,0.143089652,0.909353008,0.027156915,0.107324567
selection,0.075,0,42,0.07,0.02,0.7904,0.357876923,0.50926,0.2096,0.642123077,TRUE,TRUE,0.432523077,0.15654207,0.876852877,0.010899806,0.049092452
selection,0.075,1,43,0.07,0.02,0.786657143,0.368138462,0.51462,0.213342857,0.631861538,TRUE,TRUE,0.418518681,0.16225,0.816674492,0.014469951,0.043736251
selection,0.075,2,44,0.07,0.02,0.766285714,0.359830769,0.50209,0.233714286,0.640169231,TRUE,TRUE,0.406454945,0.184331969,0.711332105,0.024465796,0.06371951
selection,0.075,3,45,0.07,0.02,0.791114286,0.316830769,0.48283,0.208885714,0.683169231,TRUE,TRUE,0.474283516,0.24205953,0.562785161,0.018240063,0.05838
selection,0.075,4,46,0.07,0.02,0.801085714,0.298430769,0.47436,0.198914286,0.701569231,TRUE,TRUE,0.502654945,0.295597926,0.537896903,0.043510885,0.10320108
selection,0.075,5,47,0.07,0.02,0.794514286,0.304184615,0.4758,0.205485714,0.695815385,TRUE,TRUE,0.49032967,0.252198871,0.556322872,0.02837637,0.047858989
selection,0.075,6,48,0.07,0.02,0.796514286,0.314569231,0.48325,0.203485714,0.685430769,TRUE,TRUE,0.481945055,0.261771327,0.567057087,0.044277198,0.074628101
selection,0.075,7,49,0.07,0.02,0.744685714,0.368076923,0.49989,0.255314286,0.631923077,TRUE,TRUE,0.376608791,0.105327685,1.200039381,0.022002427,0.071497299
selection,0.075,8,50,0.07,0.02,0.750914286,0.371415385,0.50424,0.249085714,0.628584615,TRUE,TRUE,0.379498901,0.141432072,0.87804302,0.015255704,0.058048851
selection,0.075,9,51,0.07,0.02,0.790514286,0.287369231,0.46347,0.209485714,0.712630769,TRUE,TRUE,0.503145055,0.273736457,0.541645803,0.025144491,0.067752501
selection,0.1,0,42,0.07,0.02,0.823028571,0.271353846,0.46444,0.176971429,0.728646154,TRUE,TRUE,0.551674725,0.282241533,0.58013004,0.007886825,0.02260844
selection,0.1,1,43,0.07,0.02,0.813371429,0.3238,0.49515,0.186628571,0.6762,TRUE,TRUE,0.489571429,0.193614852,0.815573591,0.015920094,0.042978555
selection,0.1,2,44,0.07,0.02,0.810142857,0.302446154,0.48014,0.189857143,0.697553846,TRUE,TRUE,0.507696703,0.259359347,0.553152916,0.016069454,0.038160141
selection,0.1,3,45,0.07,0.02,0.826514286,0.263615385,0.46063,0.173485714,0.736384615,TRUE,TRUE,0.562898901,0.235677853,0.812122714,0.012641604,0.047051619
selection,0.1,4,46,0.07,0.02,0.827542857,0.250092308,0.4522,0.172457143,0.749907692,TRUE,TRUE,0.577450549,0.348038529,0.496208969,0.025908593,0.074325047
selection,0.1,5,47,0.07,0.02,0.828142857,0.265769231,0.4626,0.171857143,0.734230769,TRUE,TRUE,0.562373626,0.312563686,0.520583595,0.027647574,0.034504035
selection,0.1,6,48,0.07,0.02,0.823885714,0.240107692,0.44443,0.176114286,0.759892308,FALSE,TRUE,0.583778022,0.2866812,0.718962989,0.025667105,0.054669951
selection,0.1,7,49,0.07,0.02,0.785971429,0.292846154,0.46544,0.214028571,0.707153846,TRUE,TRUE,0.493125275,0.186714941,0.972494894,0.025524295,0.069755835
selection,0.1,8,50,0.07,0.02,0.760742857,0.3898,0.51963,0.239257143,0.6102,TRUE,TRUE,0.370942857,0.155418086,0.610356972,0.01490578,0.042309924
selection,0.1,9,51,0.07,0.02,0.826914286,0.246338462,0.44954,0.173085714,0.753661538,FALSE,TRUE,0.580575824,0.339137398,0.525187065,0.015076528,0.065069534
selection,0.15,0,42,0.07,0.02,0.861685714,0.204538462,0.43454,0.138314286,0.795461538,FALSE,TRUE,0.657147253,0.408744737,0.46283451,0.007209904,0.017869157
selection,0.15,1,43,0.07,0.02,0.844428571,0.226646154,0.44287,0.155571429,0.773353846,FALSE,TRUE,0.617782418,0.255278666,0.837817688,0.012964076,0.058310384
selection,0.15,2,44,0.07,0.02,0.837514286,0.223538462,0.43843,0.162485714,0.776461538,FALSE,TRUE,0.613975824,0.361906089,0.489769398,0.010850169,0.025066167
selection,0.15,3,45,0.07,0.02,0.870142857,0.1946,0.43104,0.129857143,0.8054,FALSE,TRUE,0.675542857,0.401306554,0.549890578,0.011810309,0.03708723
selection,0.15,4,46,0.07,0.02,0.8682,0.186415385,0.42504,0.1318,0.813584615,FALSE,TRUE,0.681784615,0.458487522,0.426190362,0.025808097,0.0533884
selection,0.15,5,47,0.07,0.02,0.863314286,0.189676923,0.42545,0.136685714,0.810323077,FALSE,TRUE,0.673637363,0.435877704,0.443653661,0.021049281,0.024433098
selection,0.15,6,48,0.07,0.02,0.860628571,0.183107692,0.42024,0.139371429,0.816892308,FALSE,TRUE,0.677520879,0.426373606,0.510270741,0.01706305,0.042599979
selection,0.15,7,49,0.07,0.02,0.8266,0.214738462,0.42889,0.1734,0.785261538,FALSE,TRUE,0.611861538,0.279236332,0.82357227,0.023810068,0.111995883
selection,0.15,8,50,0.07,0.02,0.841314286,0.226338462,0.44158,0.158685714,0.773661538,FALSE,TRUE,0.614975824,0.31169798,0.667604154,0.008334686,0.041689582
selection,0.15,9,51,0.07,0.02,0.864514286,0.174661538,0.41611,0.135485714,0.825338462,FALSE,TRUE,0.689852747,0.465118662,0.421948384,0.015787857,0.043677652
selection,0.2,0,42,0.07,0.02,0.890714286,0.163076923,0.41775,0.109285714,0.836923077,FALSE,TRUE,0.727637363,0.500177765,0.405081612,0.006996556,0.01094605
selection,0.2,1,43,0.07,0.02,0.8754,0.189123077,0.42932,0.1246,0.810876923,FALSE,TRUE,0.686276923,0.34635385,0.693308971,0.011479358,0.038699769
selection,0.2,2,44,0.07,0.02,0.874514286,0.184323077,0.42589,0.125485714,0.815676923,FALSE,TRUE,0.690191209,0.456638357,0.430869699,0.013649717,0.028186307
selection,0.2,3,45,0.07,0.02,0.890714286,0.149076923,0.40865,0.109285714,0.850923077,FALSE,TRUE,0.741637363,0.480000453,0.497017917,0.008479137,0.054201451
selection,0.2,4,46,0.07,0.02,0.893028571,0.144476923,0.40647,0.106971429,0.855523077,FALSE,TRUE,0.748551648,0.544190611,0.371052886,0.017395839,0.040209794
selection,0.2,5,47,0.07,0.02,0.885,0.155476923,0.41081,0.115,0.844523077,FALSE,TRUE,0.729523077,0.509652422,0.396148865,0.015902867,0.020106296
selection,0.2,6,48,0.07,0.02,0.887857143,0.149292308,0.40779,0.112142857,0.850707692,FALSE,TRUE,0.738564835,0.525968374,0.388874409,0.017498151,0.03231244
selection,0.2,7,49,0.07,0.02,0.861828571,0.174261538,0.41491,0.138171429,0.825738462,FALSE,TRUE,0.687567033,0.4504513,0.459011189,0.017993003,0.03711366
selection,0.2,8,50,0.07,0.02,0.870514286,0.176615385,0.41948,0.129485714,0.823384615,FALSE,TRUE,0.693898901,0.386652269,0.619175916,0.006856656,0.070692972
selection,0.2,9,51,0.07,0.02,0.891142857,0.147876923,0.40802,0.108857143,0.852123077,FALSE,TRUE,0.743265934,0.534292584,0.377796615,0.012198287,0.036110024
