all	kl64	kl47	product
4658	8	13	Non-coding region
4659	1	7	Non-coding region
4660	3	9	Non-coding region
4661	4	11	Non-coding region
4662	17	22	Non-coding region
4663	17	22	Non-coding region
4664	3	3	Non-coding region
4665	5	7	Non-coding region
4666	2	3	Non-coding region
4667	1	7	Non-coding region
4668	2	4	Non-coding region
4669	3	3	Non-coding region
4670	1	5	Non-coding region
4671	3	6	Non-coding region
4672	5	6	Non-coding region
4673	5	6	Non-coding region
4674	6	3	Non-coding region
4675	2	11	Non-coding region
4676	5	18	Non-coding region
4677	4	14	Non-coding region
4678	8	34	Non-coding region
4679	4	6	Non-coding region
4680	2	7	Non-coding region
4681	1	9	Non-coding region
4682	3	12	Non-coding region
4683	2	2	Non-coding region
4684	5	3	Non-coding region
4685	2	8	Non-coding region
4686	7	13	Non-coding region
4687	3	13	Non-coding region
4688	6	9	Non-coding region
4689	5	6	Non-coding region
4690	3	12	Non-coding region
4691	7	8	Non-coding region
4692	5	10	Non-coding region
4693	4	7	Non-coding region
4694	1	13	Non-coding region
4695	2	9	Non-coding region
4696	2	7	Non-coding region
4697	2	11	Non-coding region
4698	5	14	Non-coding region
4699	3	12	Non-coding region
4700	2	2	Non-coding region
4701	4	6	Non-coding region
4702	2	3	Non-coding region
4703	2	4	Non-coding region
4704	2	16	Non-coding region
4705	2	22	Non-coding region
4706	0	5	Non-coding region
4707	2	6	Non-coding region
4708	5	10	Non-coding region
4709	4	3	Non-coding region
4710	3	7	Non-coding region
4711	16	10	Non-coding region
4712	8	9	Non-coding region
4713	4	6	Non-coding region
4714	6	2	Non-coding region
4715	3	4	Non-coding region
4716	3	4	Non-coding region
4717	5	11	Non-coding region
4718	4	9	Non-coding region
4719	4	8	Non-coding region
4720	1	5	Non-coding region
4721	3	9	Non-coding region
4722	1	2	Non-coding region
4723	2	5	Non-coding region
4724	2	10	Non-coding region
4725	3	8	Non-coding region
4726	3	2	Non-coding region
4727	3	10	Non-coding region
4728	1	22	Non-coding region
4729	2	17	Non-coding region
4730	5	4	Non-coding region
4731	6	7	Non-coding region
4732	0	6	Non-coding region
4733	3	6	Non-coding region
4734	8	17	Non-coding region
4735	4	10	Non-coding region
4736	14	6	Non-coding region
4737	76	103	Non-coding region
4738	5	9	Non-coding region
4739	6	4	Non-coding region
4740	8	10	Non-coding region
4741	9	8	Non-coding region
4742	4	10	Non-coding region
4743	2	6	Non-coding region
4744	8	11	Non-coding region
4745	10	7	Non-coding region
4746	3	7	Non-coding region
4747	3	4	Non-coding region
4748	1	10	Non-coding region
4749	4	5	Non-coding region
4750	3	5	Non-coding region
4751	4	6	Non-coding region
4752	2	7	Non-coding region
4753	4	6	Non-coding region
4754	3	12	Non-coding region
4755	3	13	Non-coding region
4756	5	11	Non-coding region
4757	1	12	Non-coding region
4758	2	5	Non-coding region
4759	5	12	Non-coding region
4760	8	13	Non-coding region
4761	3	2	Non-coding region
4762	9	8	Non-coding region
4763	11	5	Non-coding region
4764	4	10	Non-coding region
4765	6	6	Non-coding region
4766	5	8	Non-coding region
4767	4	7	Non-coding region
4768	4	21	Non-coding region
4769	6	8	Non-coding region
4770	1	23	Non-coding region
4771	1	6	Non-coding region
4772	3	8	Non-coding region
4773	3	24	Non-coding region
4774	3	14	Non-coding region
4775	5	10	Non-coding region
4776	6	25	Non-coding region
4777	3	20	Non-coding region
4778	3	17	Non-coding region
4779	4	12	Non-coding region
4780	5	18	Non-coding region
4781	5	11	Non-coding region
4782	3	26	Non-coding region
4783	5	10	Non-coding region
4784	2	27	Non-coding region
4785	3	14	Non-coding region
4786	0	40	Non-coding region
4787	1	6	Non-coding region
4788	9	10	Non-coding region
4789	5	24	Non-coding region
4790	3	12	Non-coding region
4791	1	8	Non-coding region
4792	1	4	Non-coding region
4793	2	9	Non-coding region
4794	2	16	Non-coding region
4795	2	3	Non-coding region
4796	4	30	Non-coding region
4797	7	17	Non-coding region
4798	0	14	Non-coding region
4799	5	36	Non-coding region
4800	2	9	Non-coding region
4801	7	12	Non-coding region
4802	1	24	Non-coding region
4803	0	11	Non-coding region
4804	5	22	Non-coding region
4805	6	10	Non-coding region
4806	5	8	Non-coding region
4807	1	11	Non-coding region
4808	5	15	Non-coding region
4809	8	5	Non-coding region
4810	8	6	Non-coding region
4811	6	14	Non-coding region
4812	3	11	Non-coding region
4813	6	12	Non-coding region
4814	3	5	Non-coding region
4815	1	14	Non-coding region
4816	6	13	Non-coding region
4817	8	19	Non-coding region
4818	2	21	Non-coding region
4819	5	28	Non-coding region
4820	3	33	Non-coding region
4821	8	21	Non-coding region
4827	5	9	Non-coding region
4828	2	6	Non-coding region
4829	7	16	Non-coding region
4830	1	34	Non-coding region
4831	3	22	Non-coding region
4832	4	31	Non-coding region
4833	8	33	Non-coding region
4834	4	21	Non-coding region
4835	3	27	Non-coding region
4836	4	13	Non-coding region
4837	3	16	Non-coding region
4838	8	9	Non-coding region
4839	5	31	Non-coding region
4840	6	11	Non-coding region
4841	4	8	Non-coding region
4842	4	23	Non-coding region
4843	1	33	Non-coding region
4844	5	49	Non-coding region
4845	3	31	Non-coding region
4846	7	24	Non-coding region
4847	1	1	Non-coding region
4848	1	14	Non-coding region
4849	4	19	Non-coding region
4850	7	30	Non-coding region
4851	2	8	Non-coding region
4852	5	17	Non-coding region
4853	4	20	Non-coding region
4854	0	16	Non-coding region
4855	8	1	Non-coding region
4856	2	4	Non-coding region
4857	6	7	Non-coding region
4858	0	7	Non-coding region
4859	2	1	Non-coding region
4860	18	24	Non-coding region
4861	1	3	Non-coding region
4862	0	1	Non-coding region
4863	2	14	Non-coding region
4864	5	2	Non-coding region
4872	3	1	Non-coding region
4873	13	6	Non-coding region
4874	3	27	Non-coding region
4875	4	31	Non-coding region
4876	8	20	Non-coding region
4877	5	24	Non-coding region
4878	3	18	Non-coding region
4879	0	12	Non-coding region
4880	5	27	Non-coding region
4881	5	59	Non-coding region
4882	5	64	Non-coding region
4883	4	15	Non-coding region
4884	1	14	Non-coding region
4885	3	16	Non-coding region
4886	3	13	Non-coding region
4887	10	21	Non-coding region
4888	9	8	Non-coding region
4889	2	14	Non-coding region
4890	3	11	Non-coding region
4891	49	23	Non-coding region
4893	6	21	Non-coding region
4894	3	12	Non-coding region
4895	4	14	Non-coding region
4896	6	12	Non-coding region
4897	7	9	Non-coding region
4898	4	4	Non-coding region
4899	3	1	Non-coding region
4900	2	6	Non-coding region
4901	3	5	Non-coding region
4902	1	13	Non-coding region
4903	5	6	Non-coding region
4904	0	10	Non-coding region
4905	6	27	Non-coding region
4906	6	10	Non-coding region
4907	6	18	Non-coding region
4908	3	7	Non-coding region
4909	2	6	Non-coding region
4910	2	0	Non-coding region
4911	3	2	Non-coding region
4912	7	4	Non-coding region
4913	5	7	Non-coding region
4914	4	4	Non-coding region
4915	2	7	Non-coding region
4916	7	3	Non-coding region
4917	2	15	Non-coding region
4918	2	12	Non-coding region
4919	2	13	Non-coding region
4920	7	7	Non-coding region
4921	4	8	Non-coding region
4922	6	13	Non-coding region
4923	1	16	Non-coding region
4924	2	7	Non-coding region
4925	5	8	Non-coding region
4926	9	26	Non-coding region
4927	3	7	Non-coding region
4928	7	15	Non-coding region
4929	8	12	Non-coding region
4930	10	7	Non-coding region
4931	1	8	Non-coding region
4932	7	45	Non-coding region
4933	5	10	Non-coding region
4934	2	16	Non-coding region
4935	2	15	Non-coding region
4936	1	12	Non-coding region
4937	2	30	Non-coding region
4938	2	27	Non-coding region
4939	4	7	Non-coding region
4940	7	17	Non-coding region
4941	6	19	Non-coding region
4942	4	9	Non-coding region
4943	6	20	Non-coding region
4944	5	2	Non-coding region
4945	144	64	Non-coding region
4946	8	33	Non-coding region
4947	6	20	Non-coding region
4948	2	10	Non-coding region
4949	7	14	Non-coding region
4950	3	13	Non-coding region
4951	3	5	Non-coding region
4952	5	11	Non-coding region
4953	2	16	Non-coding region
4954	6	16	Non-coding region
4955	3	7	Non-coding region
4956	4	6	Non-coding region
4957	3	8	Non-coding region
4958	2	1	Non-coding region
4959	5	5	Non-coding region
4960	3	16	Non-coding region
4961	0	27	Non-coding region
4962	3	11	Non-coding region
4963	7	10	Non-coding region
4964	6	7	Non-coding region
4965	2	13	Non-coding region
4966	1	7	Non-coding region
4967	3	6	Non-coding region
4968	2	6	Non-coding region
4969	3	14	Non-coding region
4970	1	5	Non-coding region
4971	6	14	Non-coding region
4972	6	14	Non-coding region
4973	2	24	Non-coding region
4974	7	10	Non-coding region
4975	1	7	Non-coding region
4976	5	8	Non-coding region
4977	1	3	Non-coding region
4978	1	8	Non-coding region
4979	1	5	Non-coding region
4980	4	6	Non-coding region
4981	3	8	Non-coding region
4982	5	14	Non-coding region
4983	4	15	Non-coding region
4984	8	12	Non-coding region
4985	3	8	Non-coding region
4986	13	16	Non-coding region
4987	3	7	Non-coding region
4988	8	12	Non-coding region
4989	2	14	Non-coding region
4990	4	11	Non-coding region
4991	3	10	Non-coding region
4992	1	12	Non-coding region
4993	2	7	Non-coding region
4994	2	6	Non-coding region
4995	2	5	Non-coding region
4996	1	5	Non-coding region
4997	2	6	Non-coding region
4998	1	14	Non-coding region
4999	1	7	Non-coding region
5000	2	1	Non-coding region
5001	1	7	Non-coding region
5002	0	6	Non-coding region
5003	0	8	Non-coding region
5004	2	15	Non-coding region
5005	4	17	Non-coding region
5006	1	7	Non-coding region
5007	2	20	Non-coding region
5008	6	8	Non-coding region
5009	36	46	Non-coding region
5010	32	40	Non-coding region
5011	4	7	Non-coding region
5012	7	10	Non-coding region
5013	2	8	Non-coding region
5014	1	9	Non-coding region
5015	7	7	Non-coding region
5016	6	9	Non-coding region
5017	1	7	Non-coding region
5018	5	16	Non-coding region
5019	3	5	Non-coding region
5020	1	6	Non-coding region
5021	2	10	Non-coding region
5022	2	11	Non-coding region
5023	6	16	Non-coding region
5024	5	14	Non-coding region
5025	0	9	Non-coding region
5026	4	27	Non-coding region
5027	6	15	Non-coding region
5028	4	14	Non-coding region
5029	2	29	Non-coding region
5030	4	51	Non-coding region
5031	2	4	Non-coding region
5032	0	4	Non-coding region
5036	2	1	Non-coding region
5037	2	5	Non-coding region
5038	4	16	Non-coding region
5039	4	10	Non-coding region
5040	0	9	Non-coding region
5041	6	9	Non-coding region
5042	4	13	Non-coding region
5043	4	3	Non-coding region
5044	4	9	Non-coding region
5045	3	6	Non-coding region
5046	4	20	Non-coding region
5047	2	5	Non-coding region
5048	4	15	Non-coding region
5049	4	3	Non-coding region
5050	4	15	Non-coding region
5051	6	15	Non-coding region
5052	1	12	Non-coding region
5053	22	22	Non-coding region
5054	6	7	Non-coding region
5055	1	16	Non-coding region
5056	5	16	Non-coding region
5057	4	11	Non-coding region
5058	2	11	Non-coding region
5059	3	7	Non-coding region
5060	4	7	Non-coding region
5061	3	6	Non-coding region
5062	5	9	Non-coding region
5063	2	10	Non-coding region
5172	1	4	Non-coding region
5173	5	5	Non-coding region
5174	6	26	Non-coding region
5175	3	13	Non-coding region
5176	5	14	Non-coding region
5177	5	9	Non-coding region
5178	8	11	Non-coding region
5179	2	6	Non-coding region
5180	7	25	Non-coding region
5181	3	9	Non-coding region
5182	1	9	Non-coding region
5183	6	20	Non-coding region
5184	3	7	Non-coding region
5185	4	9	Non-coding region
5186	4	6	Non-coding region
5187	1	7	Non-coding region
5188	4	15	Non-coding region
5189	4	15	Non-coding region
5190	4	12	Non-coding region
5191	4	11	Non-coding region
5192	3	13	Non-coding region
5193	2	3	Non-coding region
5194	4	11	Non-coding region
5195	3	10	Non-coding region
5196	2	27	Non-coding region
5197	1	9	Non-coding region
5198	1	7	Non-coding region
5199	5	8	Non-coding region
5200	1	14	Non-coding region
5201	3	24	Non-coding region
5202	3	12	Non-coding region
5203	0	2	Non-coding region
5204	16	19	Non-coding region
5205	3	6	Non-coding region
5206	5	4	Non-coding region
5207	2	10	Non-coding region
5208	9	10	Non-coding region
5209	3	20	Non-coding region
5210	3	19	Non-coding region
5211	3	20	Non-coding region
5212	1	6	Non-coding region
5213	1	15	Non-coding region
5214	8	16	Non-coding region
5215	0	5	Non-coding region
5216	3	5	Non-coding region
5217	3	7	Non-coding region
5218	5	5	Non-coding region
5219	1	3	Non-coding region
5220	6	9	Non-coding region
5221	18	8	Non-coding region
5222	2	9	Non-coding region
5223	4	8	Non-coding region
5224	1	13	Non-coding region
5225	6	10	Non-coding region
5226	7	6	Non-coding region
5227	6	10	Non-coding region
5228	5	6	Non-coding region
5229	3	5	Non-coding region
5230	2	9	Non-coding region
5231	4	28	Non-coding region
5232	0	20	Non-coding region
5233	2	17	Non-coding region
5234	1	17	Non-coding region
5235	5	2	Non-coding region
5236	1	5	Non-coding region
5237	2	7	Non-coding region
5238	2	17	Non-coding region
5239	3	12	Non-coding region
5240	6	16	Non-coding region
5241	3	7	Non-coding region
5242	1	5	Non-coding region
5243	1	2	Non-coding region
5244	2	12	Non-coding region
5245	2	20	Non-coding region
5246	6	7	Non-coding region
5247	1	11	Non-coding region
5248	6	18	Non-coding region
5249	7	13	Non-coding region
5250	2	4	Non-coding region
5251	4	7	Non-coding region
5252	4	10	Non-coding region
5253	5	8	Non-coding region
5254	4	6	Non-coding region
5255	3	4	Non-coding region
5256	2	4	Non-coding region
5257	0	6	Non-coding region
5258	1	4	Non-coding region
5259	0	3	Non-coding region
5260	3	10	Non-coding region
5261	9	19	Non-coding region
5262	4	1	Non-coding region
5263	4	9	Non-coding region
5264	56	15	Non-coding region
5265	7	8	Non-coding region
5266	9	8	Non-coding region
5267	3	9	Non-coding region
5268	7	11	Non-coding region
5269	7	11	Non-coding region
5270	4	8	Non-coding region
5271	7	14	Non-coding region
5272	5	21	Non-coding region
5273	4	10	Non-coding region
5274	4	19	Non-coding region
5275	3	4	Non-coding region
5276	1	3	Non-coding region
5277	7	2	Non-coding region
5278	5	3	Non-coding region
5279	2	8	Non-coding region
5280	3	5	Non-coding region
5281	3	18	Non-coding region
5282	7	3	Non-coding region
5283	2	5	Non-coding region
5284	4	2	Non-coding region
5285	4	2	Non-coding region
5286	8	8	Non-coding region
5287	5	2	Non-coding region
5288	7	5	Non-coding region
5289	5	15	Non-coding region
5290	1	22	Non-coding region
5291	3	6	Non-coding region
5292	3	8	Non-coding region
5293	3	13	Non-coding region
5294	7	9	Non-coding region
5295	3	7	Non-coding region
5296	2	10	Non-coding region
5297	4	10	Non-coding region
5298	3	10	Non-coding region
5299	4	4	Non-coding region
5300	3	17	Non-coding region
5301	6	8	Non-coding region
5307	2	9	Non-coding region
5308	3	3	Non-coding region
5309	1	14	Non-coding region
5310	2	24	Non-coding region
5311	3	22	Non-coding region
5312	3	14	Non-coding region
5313	2	7	Non-coding region
5314	6	7	Non-coding region
5315	0	4	Non-coding region
5316	3	24	Non-coding region
5317	1	7	Non-coding region
5318	4	7	Non-coding region
5319	4	10	Non-coding region
5320	4	17	Non-coding region
5321	3	12	Non-coding region
5322	2	39	Non-coding region
5323	4	17	Non-coding region
5324	2	13	Non-coding region
5325	4	18	Non-coding region
5326	3	10	Non-coding region
5327	2	5	Non-coding region
5328	5	12	Non-coding region
5329	1	3	Non-coding region
5330	1	1	Non-coding region
5331	4	2	Non-coding region
5332	2	5	Non-coding region
5333	1	3	Non-coding region
5334	1	8	Non-coding region
5335	21	18	Non-coding region
5336	5	4	Non-coding region
5337	3	7	Non-coding region
5338	5	3	Non-coding region
5339	3	7	Non-coding region
5340	2	12	Non-coding region
5341	1	2	Non-coding region
5342	5	2	Non-coding region
5343	6	6	Non-coding region
5344	5	9	Non-coding region
5345	2	8	Non-coding region
5346	3	4	Non-coding region
5352	3	4	Non-coding region
5353	6	10	Non-coding region
5354	4	5	Non-coding region
5355	3	11	Non-coding region
5356	8	9	Non-coding region
5357	2	15	Non-coding region
5358	1	8	Non-coding region
5359	3	4	Non-coding region
5360	3	8	Non-coding region
5361	18	19	Non-coding region
5362	13	7	Non-coding region
5363	5	9	Non-coding region
5364	2	4	Non-coding region
5365	7	3	Non-coding region
5366	9	7	Non-coding region
5367	3	4	Non-coding region
5368	9	9	Non-coding region
5369	6	5	Non-coding region
5370	27	28	Non-coding region
5371	10	14	Non-coding region
5372	6	7	Non-coding region
5373	6	10	Non-coding region
5374	8	11	Non-coding region
5375	5	6	Non-coding region
5376	4	9	Non-coding region
5377	7	4	Non-coding region
5378	10	8	Non-coding region
5379	11	11	Non-coding region
5380	7	8	Non-coding region
5381	12	13	Non-coding region
5382	3	7	Non-coding region
5383	7	8	Non-coding region
5384	4	13	Non-coding region
5385	13	13	Non-coding region
5386	5	4	Non-coding region
5387	6	5	Non-coding region
5388	6	8	Non-coding region
5389	13	9	Non-coding region
5390	12	4	Non-coding region
5391	3	4	Non-coding region
5392	8	8	Non-coding region
5393	6	6	Non-coding region
5394	5	6	Non-coding region
5395	4	3	Non-coding region
5396	7	7	Non-coding region
5397	5	7	Non-coding region
5398	9	8	Non-coding region
5399	13	10	Non-coding region
5400	11	12	Non-coding region
5401	7	5	Non-coding region
5402	16	17	Non-coding region
5403	6	14	Non-coding region
5404	5	9	Non-coding region
5405	12	18	Non-coding region
5406	8	4	Non-coding region
5407	5	3	Non-coding region
5408	3	6	Non-coding region
5409	6	17	Non-coding region
5410	7	16	Non-coding region
5411	7	4	Non-coding region
5412	6	13	Non-coding region
5413	2	0	Non-coding region
5414	11	11	Non-coding region
5415	10	10	Non-coding region
5416	5	8	Non-coding region
5417	4	6	Non-coding region
5418	3	13	Non-coding region
5419	8	6	Non-coding region
5420	9	8	Non-coding region
5421	1	7	Non-coding region
5422	16	10	Non-coding region
5423	8	21	Non-coding region
5424	11	15	Non-coding region
5425	5	11	Non-coding region
5426	4	11	Non-coding region
5427	5	13	Non-coding region
5428	8	15	Non-coding region
5429	8	11	Non-coding region
5430	11	23	Non-coding region
5431	5	13	Non-coding region
5432	6	4	Non-coding region
5433	7	9	Non-coding region
5434	7	12	Non-coding region
5435	6	14	Non-coding region
5436	14	13	Non-coding region
5437	6	13	Non-coding region
5438	10	10	Non-coding region
5444	10	17	Non-coding region
5445	10	8	Non-coding region
5446	15	29	Non-coding region
5447	14	24	Non-coding region
5448	3	9	Non-coding region
5449	1	5	Non-coding region
5450	1	6	Non-coding region
5451	2	11	Non-coding region
5452	6	10	Non-coding region
5453	8	7	Non-coding region
5454	50	50	Non-coding region
5455	29	28	Non-coding region
5456	25	24	Non-coding region
5457	25	24	Non-coding region
5458	6	6	Non-coding region
5459	8	6	Non-coding region
5460	14	14	Non-coding region
5461	8	11	Non-coding region
5462	10	10	Non-coding region
5463	8	8	Non-coding region
5464	8	9	Non-coding region
5465	12	10	Non-coding region
5466	15	19	Non-coding region
5467	13	8	Non-coding region
5468	16	10	Non-coding region
5469	8	9	Non-coding region
5470	5	9	Non-coding region
5471	1	5	Non-coding region
5472	8	3	Non-coding region
5473	4	2	Non-coding region
5474	5	5	Non-coding region
5475	4	5	Non-coding region
5476	8	12	Non-coding region
5477	3	5	Non-coding region
5478	2	9	Non-coding region
5479	7	9	Non-coding region
5480	7	7	Non-coding region
5481	8	11	Non-coding region
5482	6	5	Non-coding region
5483	7	5	Non-coding region
5484	9	7	Non-coding region
5485	8	5	Non-coding region
5486	5	18	Non-coding region
5487	7	11	Non-coding region
5488	5	9	Non-coding region
5489	7	13	Non-coding region
5490	8	10	Non-coding region
5491	4	10	Non-coding region
5492	8	5	Non-coding region
5493	6	9	Non-coding region
5494	6	8	Non-coding region
5495	14	7	Non-coding region
5496	4	3	Non-coding region
5497	7	8	Non-coding region
5498	8	12	Non-coding region
5499	13	7	Non-coding region
5500	15	15	Non-coding region
5501	9	9	Non-coding region
5502	12	12	Non-coding region
5503	11	12	Non-coding region
5504	9	11	Non-coding region
5505	13	16	Non-coding region
5506	22	10	Non-coding region
5507	15	15	Non-coding region
5508	9	7	Non-coding region
5509	7	3	Non-coding region
5510	3	6	Non-coding region
5511	7	4	Non-coding region
5512	9	2	Non-coding region
5513	8	10	Non-coding region
5514	16	12	Non-coding region
5515	4	5	Non-coding region
5516	25	30	Non-coding region
5517	7	7	Non-coding region
5518	9	7	Non-coding region
5519	2	2	Non-coding region
5520	8	9	Non-coding region
5521	3	1	Non-coding region
5522	18	22	Non-coding region
5523	7	3	Non-coding region
5524	9	8	Non-coding region
5525	7	8	Non-coding region
5526	8	11	Non-coding region
5527	6	7	Non-coding region
5528	0	3	Non-coding region
5529	7	8	Non-coding region
5530	10	4	Non-coding region
5531	9	5	Non-coding region
5532	8	5	Non-coding region
5533	6	6	Non-coding region
5534	6	4	Non-coding region
5535	13	11	Non-coding region
5536	5	5	Non-coding region
5537	11	12	Non-coding region
5538	9	7	Non-coding region
5539	7	3	Non-coding region
5540	9	7	Non-coding region
5541	5	4	Non-coding region
5542	9	7	Non-coding region
5543	1	1	Non-coding region
5548	3	4	Non-coding region
5549	7	6	Non-coding region
5550	4	10	Non-coding region
5551	8	5	Non-coding region
5552	9	16	Non-coding region
5553	14	8	Non-coding region
5554	8	10	Non-coding region
5555	11	8	Non-coding region
5556	6	16	Non-coding region
5557	7	10	Non-coding region
5558	6	6	Non-coding region
5559	9	3	Non-coding region
5560	12	7	Non-coding region
5561	6	7	Non-coding region
5562	8	9	Non-coding region
5563	13	9	Non-coding region
5564	5	3	Non-coding region
5565	9	10	Non-coding region
5566	4	6	Non-coding region
5567	7	12	Non-coding region
5568	14	15	Non-coding region
5569	1	1	Non-coding region
5570	4	6	Non-coding region
5571	4	4	Non-coding region
5572	4	4	Non-coding region
5573	1	4	Non-coding region
5574	6	11	Non-coding region
5575	7	4	Non-coding region
5576	9	9	Non-coding region
5577	6	10	Non-coding region
5578	8	8	Non-coding region
5579	9	9	Non-coding region
5580	14	14	Non-coding region
5581	9	9	Non-coding region
5582	8	5	Non-coding region
5583	6	3	Non-coding region
5584	6	9	Non-coding region
5585	8	13	Non-coding region
5586	4	7	Non-coding region
5587	20	19	Non-coding region
5588	7	4	Non-coding region
5589	7	4	Non-coding region
5590	4	8	Non-coding region
5591	6	4	Non-coding region
5592	5	5	Non-coding region
5593	8	5	Non-coding region
5594	17	17	Non-coding region
5595	3	4	Non-coding region
5596	4	6	Non-coding region
5597	1	3	Non-coding region
5598	5	7	Non-coding region
